,index,Emotion,Statement
560,2712,fear,"I was testing my new roller skates in the street, suddenly a dog  
ran barking in my direction, very threatening. I was very  
startled and terribly upset."
561,6200,sadness,"My friend got married and went abroad, this made me feel sad and  
lonely."
562,6529,shame,"Feeling inadequate in a group situation, being unable to convey  
my own thoughts and feelings."
563,5868,sadness,"I partly colored my hair black. My mother didn't like it and  
reproached me to be a ""subversive element"". Later on she stated  
that this was due to my friends. As I see it, this all resulted  
from colouring my hair."
564,4943,joy,"When I heard that a close relative of mine had given birth at a  
very young age, in a very remote area and had had very few problems."
565,519,anger,When the coach of our team degraded me to the second team.
566,7331,shame,"I was ashamed one day when we were found stealing and roasting  
maize cobs from Agricultural experimental projects."
567,5266,joy,Aticle published.
568,7280,shame,"This is an event I will never forget.  I am considered a good  
mimic.  This particular day we were waiting for a professor  
to take her class.  This  professor had a peculiar accent and a  
very horrible way of lecturing and to top it all we had this  
class at the fag end of the day.  So this particular day I got  
into my element and started imitating the professor, and the  
professor entered the class right in the middle of it .  I was  
unaware of her presence, some of my friends tried to warn me but  
it was of no avail as I was too engrossed in mimicing.  Then I  
suddenly noticed the silence and turned around to see her  
entering the class.  I do not know till today if she actually saw  
what I had been doing or she had completely ignored it.  Through   
out that lecture I died of shame.  All the more shameful was the  
fact that she gave me a character certificate. "
569,5300,joy,Getting into this university to do medicine.
570,7257,shame,"I had a habit of wetting my bed when I was young.  One day, when  
I was invited to my friend's place to stay for the night, it  
happened again.  I was ashamed of myself."
571,2159,fear,"When I drove to Stockholm for the first time and drove off the  
Stora Hissingen road at the wrong exit."
572,1305,disgust,"Several years ago I stayed with friends in the mountains for one  
week. We lived in a hut and had to cook for ourselves. One day my  
friend did not succeed in preparing spaghetti. That dinner was  
terrible - nevertheless we all ate rather much and had an  
improper and unsavoury conversation."
573,446,anger,"A shop in Downtown wouldn't accept my Visa Card - before December  
last year."
574,1201,disgust,"In the bus I was sitting next to a colleage who was drunk and  
behaved in keeping with his state."
575,1004,anger,I kicked the chair in the classroom to express my anger.
576,2451,fear,I was bitten by a dog.
577,2003,disgust,"I felt disgusted when my appointment to meet the E.N.T.  
specialist had been turned down. The specialist came from U.K.  
and went the same day and we do not have one."
578,4429,joy,"Begining the week-end with my girlfriend : cozyness, beer and  
wine."
579,5666,sadness,When I got separated from the man I loved so much.
580,88,anger,"A lady I live with had not bothered to clean up before she went    
on holiday (I live in a collective)."
581,3958,guilt,"I was trying to have sex with my best friend's girl but she did  
not agree to it."
582,7039,shame,Once I had to visit a rather special person.
583,5552,sadness,"My favourite horse died. We had tried our best to save him, but  
it was hopeless, he had to be shot."
584,3439,guilt,"An accident happened to my little cousin because I had not taken  
enough care of her. She fell on the floor and her hands were  
hurt."
585,7155,shame,"On a road trip with a group of sorority and fraternity people, I  
became intoxicated and basically raped. I don't remember the  
actual event, but I know the feeling that I experienced later."
586,4090,guilt,Forgot to collect post for a friend.
587,3221,guilt,"I feel guilty when when I realize that I consider material things  
more important than caring for my relatives.  I feel very  
self-centered."
588,1054,anger,"Yesterday I read in the newspaper that a 30 year old woman had  
abused her 2 month old son and had caused his death.  I was very  
angry after reading this as this is not a human act and to abuse  
so fragile a life is not a forgivable sin."
589,5205,joy,Passing a very difficult examination which I didn't expect - MCE.
590,5929,sadness,"My dear hamster (called Hannes) died at the age of 2 and 1/2 years.  
His shape forced me to mercy killing (an injection)."
591,3380,guilt,"At my summer job, I was responsible for making various orders.   
It was not me who had ordered some seasonal merchandise, but when  
much of it was left over and had to be thrown away in the Autumn,  
I felt partly responsible for the much too large order."
592,5674,sadness,"Upon moving away from home for the first time to a different  
city, I felt no longer ""under the wing"" of my parents even though  
they would always be there to help me. I felt a sense of loss, I  
was now all alone in the world, responsible for my own actions."
593,4713,joy,When I was admitted to the Higher Institute.
594,5978,sadness,I had failed some subjects in mathematics.
595,2703,fear,"I was raped once when I went through a dark alley at the back of  
our house. The man pushed me in the bushes. I fought back and  
succeeded to escape."
596,4227,guilt,"One evening I went fishing with some friends but we could not  
fish as a fisherman had already put his net there.  We pulled  
out the net to find only crabs in it so we threw the net away.   
The net was large and may have cost $1000.  The fisherman used  
the net to earn a living and we had had thrown it."
597,6872,shame,"When for the first and the last time I tried to crib and the  
teacher was with her back to me but right when I was taking the  
materials out she turned round and saw me."
598,4330,joy,"When I was at the end-of-term party last week and had fun - was  
happy and sang and drank only soft drinks.  It is possible to  
have a good time without alcohol."
599,829,anger,"I was stood up for a date function by someone who I really cared  
for."
600,4686,joy,Bulgaria won a football match against France.
601,2643,fear,"Thinking that I had been seen smoking at school by a teacher -  
waiting to be summoned to the headmaster's office."
602,1495,disgust,"I felt it today when the bus driver shouted rather indecent words  
at a man without any reason whatsoever."
603,7055,shame,"I was in a very small class and the professor said something  
about me that made everyone look at me at the same time."
604,3567,guilt,"When I forgot to take out money for my mother. She asked me what  
she would do, because I had messed up her program for the  
following day."
605,2345,fear,"On my way through lonely streets I met with a huge stray dog. It  
stopped at some distance and looked at me. I tried to ignore it  
but I was very frightened."
606,6314,sadness,"When I went home on holidays I found that my niece and nephew had  
passed away I was very sad for the children were not even sick  
before death but suddenly died."
607,431,anger,"When on a car journey a fellow student crossed our way with his  
own car and we had to bump into a roadside trunk."
608,7101,shame,"When I was leaving home I decided to leave without saying  
good-bye to my young brother.  My brother saw me and said,         
"" Will you not say good-bye to me?""  He is only 31/2 years old. "
609,4253,guilt,"Once I bought my sister a pair of sports shoes as she was going  
to join an athletic meet.  However the shoes were a little big  
and had a few flaws.  She muttered all the way and blamed me for  
having wasted her money anf I felt guilty."
610,1870,disgust,"I was playing a sport in an advanced PE class and many of the  
people were not advanced."
611,3458,guilt,"With a group of handicapped people we went to a party. When we  
wanted to leave we were not able to find one of these people. I  
had told his mother that we would leave at 4.30 p.m., actually it  
was planned for 3.30 p.m. Therefore there was a delay."
612,39,anger,"When close relatives tried to dissuade me from studying  
Psychology because of its low status."
613,5643,sadness,"After training for an Australian championship competition for a  
year and then injuring myself 2 weeks before the competiotion."
614,2304,fear,"I am a kindergarten teacher and I am thoroughly weary of my job.   
After having taken the university entrance exam I suffered from  
anxiety for weeks as I did not want to carry on with my work - studies  
were the only alternative. "
615,4455,joy,"When, after a long time, I saw a girl with whom I was in love."
616,3256,guilt,When I feigned sick leave from work.
617,1021,anger,"Someone told me that I was chosen for English lectures because  
the class leader is going out with me (not true)."
618,584,anger,"When my father addressed me directly and maliciously, thus  
including me in the ""family war""."
619,6106,sadness,"When I realized that I was in hospital after a car accident and  
that I had a scleral tear in my left eye."
620,1290,disgust,"In a sexual experience with an unknown woman where after the  
sexual act I only could go away without looking backwards."
621,5237,joy,"I felt joyful when I heard that I had been selected for College  
education."
622,5524,sadness,"A relationship in which I had put my trust, broke up.  I was sad  
when I realized how easy it is to forget something that one had  
once regarded as great and significant."
623,5235,joy,"After passing my Malawi Certificate of Education Exam and being  
selected to Kamuzu College of Nursing."
624,1646,disgust,I had to change a baby's clothes for the first time.
625,6865,shame,"When I wasn't well prepared for a terminal exam and the teacher  
tried to give me a three by asking me some very easy questions. I  
burned with shame then."
626,6460,shame,"When I had not prepared my contribution to the group as  
thoroughly as the other members, with the result that the  
overall result was poor."
627,3218,fear,"My parents were out and I was the eldest at home.  At midnight a  
male stranger phoned us and spoke to me in a rough language.  I  
hung up and heard someone walking outside our door."
628,181,anger,"The last day of school is traditionally celebrated by singing a  
song about all the students who are leaving.  In the song  
about me, there were things which irritated me a lot."
629,2571,fear,"Few days ago I really experienced fear. It was connected with  
unexpected actions on the part of a group of people. This evoked  
in me many negative emotions."
630,78,anger,"At my father's treatment of my mother, at his disregard for her,  
and not being committed to her."
631,2821,fear,When I heard a lion roar for the first time.
632,614,anger,"When they broke the artistic work of several weeks.  Changes were  
made and it was broken without permission, they had no right to  
do this."
633,523,anger,"When a friend who comes visiting me unexpectedly asks for coffee  
and I refuse to give him this."
634,1924,disgust,"This is an incident that many of us witness in our everyday life  
in a city like Bombay.  One day I was travelling by bus, three  
men dragged two fellows out of the bus.  Once outside they were  
beaten into pulp.  These two fellows, who got beaten, were pick-pockets  
and they were being beaten by all and sundry.  I thought to  
myself -""what is life?"".  It is one hell of a place where  
everyone is after someone else.  One waits to cut the throat of  
the other one just for a living, (money).  When I think about  
such things - the purpose of life, etc, I feel very disgusted and  
dejected."
635,1057,anger,"One day, I discussed a very important question with A.  A  
suddenly declared that he would not accept my position and  
thought that he himself was right.  Moreover, he attacked   
strongly, not my opinion but me personally."
636,528,anger,"My parents thought that I didn't do my best to pass the final  
examination (secondary school). When I achieved a good grade they  
said nothing, but if I had had a bad grade they would have become  
very angry."
637,7005,shame,I fell outside the door of my house.
638,2248,fear,"When I almost ran over a small boy who suddenly was in front of  
my car."
639,5062,joy,My last genetices midterm - a decent grade.
640,1172,disgust,"This is difficult, since I don't remember feeling disgust towards  
anyone."
641,313,anger,"Anger at doctors for their treatment of me after giving birth.  
They left part of placenta behind and I bled heavily for twelve  
weeks - due to this, I felt weak and emotional, and they said I  
needed psychiatric treatment and give me no support."
642,7135,shame,"A few years back I had proposed love to a girl who later turned out  
to be related to me.  Though we were in love with each other, we  
both felt ashamed and withdrew from each other."
643,4001,guilt,"When I was about 17 years old and I stole some pens from a  
stationery store because I didn't have enough money."
644,782,anger,I was called racial slurs behind my back.
645,294,anger,"While at school I had to write an essay for doing something wrong  
that I didn't do. I wrote the essay about how I was mistreated and  
got Saturday morning detention along with a few other kids, but  
they didn't show up."
646,6202,sadness,"When I see people with burns I feel sad, actually I can not even  
express my feelings as I think that they must suffer a lot."
647,7069,shame,"I was dancing in a theatre.  I was not sure whether some frieends  
of mine had come to see me.  I was very scared of doing things  
wrong."
648,1660,disgust,When I saw an accident where the man lost his head.
649,1706,disgust,At the hypocrisy of some of my friends.
650,4760,joy,"Winning a race that I had been training for, for many weeks.  
(Running Race)."
651,574,anger,"A class-mate urged me to carry out a particular protest along  
with him, and when the time came this fellow drew back while I  
had to face the situation."
652,238,anger,"A man treated his dog very badly - he insulted and beated him  
until the dog kept lying on the floor with his tail drawn in."
653,4740,joy,Won a prize for effort.
654,1487,disgust,"Some time ago a man tried to teach me something. ""Tried"" because  
it is very difficult to teach somebody when you yourself are not  
competent and cultured."
655,7022,shame,"When I inadvertantly entered the ladies room and met some girls  
on my way out."
656,5700,sadness,"The second time I went to the entrance exam to V.S.P. and  
didn't get approved."
657,6663,shame,"My mother and my grandmother were talking about one of my  
grandmother's friends whom I hardly know. I gave some deprecatory  
comments on him whereupon my grandmother told me that the man had  
died recently."
658,4543,joy,"When my boyfriend last told me he loved me after I gave him an  
impulsive kiss."
659,3408,guilt,"I live with my boyfriend, we have a close relationship, I fell in  
love with another man."
660,5366,sadness,"When I see children on T.V from areas devastated by drought and  
war."
661,2724,fear,"Before an exam which I, finally did not take."
662,6520,shame,Comments from other children on my alcoholic father
663,4738,joy,"Hearing that I had been successful in getting a position whereby  
my financial, physical, spiritual and emotional needs will be  
well catered for. This position fulfils a lot of my aims for the  
last five years of my life."
664,1432,disgust,When I heard the bad news about the death of a close person.
665,3441,guilt,When I had drunk too much and nearly got an alcohol poisoning.
666,137,anger,"I was angry with a friend of mine who behaved in an affected  
manner."
667,5440,sadness,"At a lack of love of my father for my mum, sadness for him more  
than anyone else because he does not realise how much love and  
happiness there could be between them, and is, and how much he is  
damaging himself apart from mum."
668,471,anger,"Someone who was speeding was forced to slow down when I pulled  
out onto the road and proceeded to abuse me at the next set of  
traffic lights."
669,1953,disgust,"When I opted for my research field, for them the percentage of  
marks was more important than my knowledge."
670,7325,shame,"I was ashamed when my classmates discovered that I fell in love  
with an uneducated girl."
671,155,anger,"A friend of mine ridiculed me, telling me that I would never  
accomplish anything. I felt that he had interfered with my life."
672,2056,disgust,Saw people quarreling in a bus.
673,6483,shame,"When I made the same mistake that I had accused someone else of, and  
this was obvious to a third pereson."
674,6422,sadness,"I heard of the death of a closefriend of mine.  I had gone camping         
with him shortly before his death and the whole thing seemed very   
sudden to me. "
675,4128,guilt,"I wrote a bad letter to someone concerning our relationship which  
we created ourselves."
676,2717,fear,"When my mother threatened me with thrushing me of the stairs, when  
I once more should make a comment."
677,6228,sadness,"When I received the S.Y.J.C results, the marks I obtained were  
not up to my expectations and I missed admission in engineering."
678,4722,joy,"When I meet old past pupils of mine - and find they are all doing  
well - I feel joy. Yesterday I met a young woman (20 yrs) I'd  
taught her at 6 yrs, then at 12 yrs and hadn't seen her for last  
3-4 yrs; she was no longer a waitress but a meter maid for  
Council."
679,5018,joy,"When my girl and I decided to get back together after our  
separation."
680,3629,guilt,"When I am not able to fulfill any request of my son - can't take  
him out to ride his byke, because I am tired."
681,883,anger,"My class leader told me I am not chosen for your English  
lectures."
682,147,anger,"When I checked my examination paper and realized that I had been  
careless, thoughtless, lazy and hasty so as to make unnecessary  
mistakes concerning things I know and understand."
683,5676,sadness,"When my son was diagnosed as having CEREBRAL PALSY, at age 5. He  
would have to endure so much labelling, stigma and discrimination,  
even though his case was relatively mild."
684,4708,joy,"I sensed a strong feeling of joy when in the plant, at my working  
place, I got a message that I was admitted as full time student at  
the Higher Agricultural Institute."
685,2162,fear,"When I found out that my father had lung cancer and they did not  
know how long he would live."
686,1034,anger,"The trick was really intolerable.  They hid it, and I was worried  
and restless all day.  When I saw them I really wanted to slap  
each one of them."
687,2823,fear,"I was walking through a thick forest and there was a big snake at  
a distance of about four metres."
688,3586,guilt,"I felt guilty because of the pain I caused to a very close  
friend. But over the feeling of guilt, my conviction of being  
right dominated."
689,678,anger,"When the dean of UNZA asked me to vacate a big flat I was  
occupying and take up a smaller one as I was becoming a full time  
student at UNZA."
690,6846,shame,I thought I had taken a decision but I hesitated.
691,2906,fear,"The first time that I saw a dead person.  This was when I started  
my gross anatomy practicals."
692,3160,fear,Suddenly met someone in the biology building at night.
693,2858,fear,Whhen the front tyre of the car burst.
694,7234,shame,After a big fight with my parents.
695,1621,disgust,"I heard part of a conversation in which one talked very low about  
women."
696,5001,joy,Our basketball team is undefeated in league play (4-0) currently.
697,1491,disgust,"I became disgusted with the man on whom I had counted, who I had  
trusted, the man who should have been my mainstay - my father.  
I could hardly make myself (and the others) believe in this  
emotion. It has cumulated after events and deeds. Everything can  
happen in this world."
698,2043,disgust,Some students talking when other people are having a nap.
699,2924,fear,"After my shoulder operation, I woke up in the hospital room  
alone. I was in pain and was still under heavy medications. I  
could not find my parents."
700,3789,guilt,Because I had not studied.
701,5045,joy,Watching the Asian Olympic game (China winning).
702,1062,anger,"My sister once stole my mother's money and made her very angry.   
After this my mother would beat her up for unreasonable reasons.   
One day my sister lent her book to a friend without telling my  
mother about it.  When my mother learnt this she beat her up and  
even threatened her with a pair of scissors.  "
703,1927,disgust,"My classmate at TISS has the habit of biting his nails and ever  
since my childhood I have never liked this habit.  This person is  
near me in class, dining hall and the campus so I suggested that  
he should stop biting his nails.  However he found it difficult  
and my disgust feelings have not changed."
704,3730,guilt,"I spend the night with my boyfriend, while there was also a  
friend of his. We all lay on the floor to sleep. When my  
boyfriend was fallen asleep the other boy and I started petting.  
After 15 minutes I felt miserable and awoke my boyfriend to tell  
him that."
705,2244,fear,"My father has a chronic desease. In the autumn of 1983 he had a  
very strong fit or seizure."
706,7292,shame,"When I was 12 years old I was caught by the Ticket Collector when  
travelling without a ticket."
707,2915,fear,Being threatened by another person.
708,2597,fear,"When my mother entered surgery for a quadruple heart bypass. I  
felt intense fear at the time she was actually wheeled away."
709,2682,fear,"A close relative of mine died in a serious car accident.  I was  
one of the first two people to see the corpse and I had to do it.  
 Before going in to see it I was afraid as it was the first time  
that I was seeing a corpse."
710,7102,shame,"I insulted the girl to whom I had proposed when she turned me  
down."
711,6646,shame,"I felt ashamed when in a certain occasion I had to read a text  
and didn't stop stuttering."
712,6031,sadness,"It was the time I went home for my holidays only to find that my  
sister had passed away.  The news had been hidden from me, so  
that I could take my exams."
713,1555,disgust,"My flatmate and close friend living and sleeping with another  
close friend of mine."
714,4385,joy,"Having passed the exam required to be an authorized Radio/TV  
dealer."
715,1866,disgust,"Through the media and their presentation of a kidnapped child who  
was raped."
716,7504,shame,"My teacher reminded us not to do a Summer job, however I did it  
for two months.  Yesterday I was chatting with my teacher and  
when we talked of the Summer job, I felt ashamed."
717,6415,sadness,I saw a lot of starving people in a T.V news report.
718,1546,disgust,"Observation of people lost in the profit motive - i.e. business  
managers to their actions esp."
719,3280,guilt,"When I ""hated"" one of mmy flatmates who was nice to me."
720,240,anger,"I was angry about how the government acted concerning Hainburg,  
especially when I saw a discussion about it on TV."
721,4908,joy,"One evening, I was with a group of friends having a talk.  There  
was a very trustful and joyful atmosphere."
722,3774,guilt,I was caught sneaking sweets.
723,2683,fear,"Before one of my final exams of the third year - natural  
sciences."
724,1769,disgust,"I had prepared a special meal for my boyfriend but when my  
brother came home he ate it all.  I was really disgusted about it."
725,4240,guilt,Failed to keep an appointment.
726,1967,disgust,This situation occurred when I entered into a smelling ward.
727,2462,fear,"When going for my driver's licence for the third time, because  
everything, it seemed, hinged on getting it. I was really nervous,  
and the testing Officer made me a little afraid as well. There  
were lots of things to worry about. I passed however."
728,2735,fear,"Fights that I see in the middle of the street, robberies, fear of  
darkness when going home."
729,4242,guilt,I said something which was against my conscience.
730,1312,disgust,"I had a quarrel with a friend who lived with me in the same flat.  
He moved out. Before he went he invited me and some friends for a  
drink. At last he was totally drunk and smelled disgusting.  
Besides, he told lies about us and behaved as if he was to be  
pitied."
731,4621,joy,I felt joy when I entered at the University.
732,6744,shame,"I recently became sexually involved with my sister's lover. I  
care for him very much, but I am ashamed of the hurt I may cause  
her."
733,7274,shame,"I felt ashamed when I fought with my mother on some issue, and  
caused her trouble."
734,4497,joy,"I had a little cat which was very sick. As I liked it very much I  
went to a veterinary with it. He told me how to tend it and it  
really recovered its health. Everybody said that I had saved its  
life."
735,4288,joy,"When I gave birth to my son and saw that he was alive and that I  
had managed it well.  He was born a month too early with a  
malfunctioning lung.  This happened a year ago."
736,6881,shame,I found I was pregnant and unmarried.
737,5483,sadness,My grandfather's death.
738,2279,fear,"At the dentist's, waiting for my turn to come."
739,7030,shame,"The first time that I caressed a girl, I was about thirteen and  
she was eighteen.  I noticed that it did not affect her at all."
740,3362,guilt,"My mother told me that the enveloppes that I had been tearing (I  
had torn the stamps away) in good faith had been the first-day  
enveloppes which my father had collected as a young man."
741,5283,joy,Doing anatomy alone for the first time.
742,1705,disgust,"I found a cockroach crushed between two folders in my bedroom, I  
called my mother."
743,526,anger,"Last year I had a friend visiting me for several days. The only  
thing he did was sleeping, drinking, taking pills and thinking  
only about himself."
744,225,anger,"As I usually do not start learning until a short time before an  
examination,, I once made up my mind to try to work for a longer  
time. But once again I did not do it - and got a bad mark."
745,1051,anger,"I worked with several classmates on a project.  I was very  
anxious about the project while my partners showed no concern   
and when we had meetings on the project my classmates  did not  
pay any attention.  Some of them read books while the others  
argued on irrelevant questions.  The meeting would go on for two  
hours without the main theme being discussed.  We wasted time and  
could not reach a compromise.  My classmates avoided doing the  
work and the responsibilities, they seemed to value other  
projects more than this one."
746,1086,disgust,"I saw a cripple in rags with small children in Italy.  He was  
probably an imposter."
747,3539,guilt,"I felt guilty when I ""stole"" the boyfriend of a friend of mine."
748,4846,joy,"A few days ago, I hitch-hiked to Arnhems with a friend.  
Everything went well: they picked us up very quickly, the sun was  
shining, I was feeling free and, for the first time after long  
time, happy. I really had the feeling that I was living at full  
speed."
749,5263,joy,Watching TV about china is behind in winning gold medals.
750,3598,guilt,I offended my mother.
751,2492,fear,"Passing (by car) over a bridge where only one car could pass. There  
was a precipice on both sides, no protection grilles, and the  
bridge was completely muddled."
752,2254,fear,"I was beaten up at a private New Year's party once, through no  
fault of mine."
753,8,anger,"At work, when an elderly man complained unjustifiably about me and  
distrusted me."
754,2783,fear,"One night, I was alone at home.  My fear was caused by some  
strange noises which put my imagination to work."
755,1625,disgust,When I ate a rotten apple.
756,5701,sadness,"Last year, when I took the college entrance examinations I  
failed the FUVEST. It was for me the most frustrating situation  
because I had studied all year long, and only thought about this."
757,1970,disgust,"I was disgusted when my brother was arrested because of stealing  
money."
758,2412,fear,"When I heard that there had been some women raped at uni, just  
near where I usually park my car and walk by myself at night.  
Although I wasn't in danger it unnerved me for days and I was  
fearful whenever walking through the area."
759,5723,sadness,"After a disagreement between my parents, when I was alone with my  
father and my sister, the aggression continued, when my father  
tried to put me and my sister against my mother revealing facts  
that had happened in the past like a talk between my father and  
his mother in law where she told him that my mother was not quite  
save."
760,3848,guilt,"I had a small argument with a relative and some other people got  
implicated.  It resulted in a proper row."
761,5980,sadness,A close friend died.
762,3467,guilt,"I was looking after my cousin's little daughter; she fell down,  
was slightly injured and cried vociferously."
763,427,anger,"A chief was unjustly punished on an autumn brigade and the one  
who was really guilty kept silent. I stepped in front and told  
the truth. The guilty chief called me in after the roll-call and  
threatened me."
764,4875,joy,The begining of my relations with my current girlfriend.
765,1890,disgust,"I felt disgusted when I was in a restaurant which didn't appear  
to be clean and orderly. (I do not like to be in unclean  
environments)."
766,3686,guilt,Forgot to turn up on prescribed day for jury service.
767,2411,fear,"I was a passenger in a jumbo-jet which was accelerating down the  
runway and almost at the point of take-off, when the pilot  
suddenly braked and put the engines into reverse thrust, in an  
obviously urgent attempt to stop the aircraft. The hostesses show  
signs of concern and my first thought was that something was on  
the runway in our path and that we were in danger of hitting it."
768,6144,sadness,"When I was a Sr. in HS. one of the class counselors died of  
hepatitis. She was very sensitive. She knew my shyness and drew  
me out to improve myself image. I missed her funeral - so I could  
not publically grieve. My parents didn't understand."
769,4956,joy,"My son was registered to get admission in grade one of the          
primary school.  The chances of him getting a place there was 1/10.   
Two weeks later I was informed that he had been enrolled."
770,6453,shame,"My friend was so intoxicated that the police came and took him  
away, and they later contacted his parents."
771,6163,sadness,"Finding out that my grandfather had died. He lived in England and  
I had not seen him for 10 years."
772,4892,joy,"When I fell crazily in love with a beautiful girl and she returned  
my love."
773,1502,disgust,"I feel disgusted with the bootlickers, with helpless people."
774,221,anger,"When I talked with a teacher yesterday who, to say the least, was  
rude and unwise and had irrelevant opinions about a friend."
775,3691,guilt,"I spent all weekend with a friend instead of studying for my  
exams."
776,1743,disgust,"This happened when I could not get into the school I had  
initially wanted, and ended up doing something I had never  
thought I would do."
777,1255,disgust,"Father said: If you are pregnant, you will have to procure  
abortion. I was filled with disgust against my father."
778,7215,shame,"When I found out my roommate had been talking behind my back  
about very personal things."
779,2555,fear,When I broke my leg I felt fear.
780,3081,fear,"I and my cousin went to a filmshow at night. We went without  
making it known to my mother. While we were there at interval, I  
came across my mother just close to where we sat."
781,732,anger,"A few weeks back, as I was in a hurry to leave the house, I left  
some of my things lying around.  This is something I never do. My  
uncle,who lives with us, as we live in a joint family, remarked that  
we were always doing things like  this.  This really got me mad."
782,5575,sadness,"When my grandmother died. I had a very deep relation to her (I  
lived with her for several years)."
783,5297,joy,Having a good trip on a boat with good friends.
784,720,anger,"When I discovered that my girlfriend was going around with  
another boy."
785,2238,fear,"Motor failure on a boat outside Gottenburg when we were in heavy   
seas and the wind was strong.  As we could not steer the boat we  
drifted towards the rocks.  We did not succeed in attracting the  
attention of any passerby until 4 hours had elapsed."
786,5549,sadness,"I heard that a friend had died in an accident; group situation:  
suddenly a friend came in and said ""Have you already heard  
that...""; there was a terrible consternation, silence, then  
everybody shouted excitedly ""How could that happen...""."
787,6705,shame,"After making a joke about a friend's marriage that was too  
personal."
788,1471,disgust,I saw in the street a man spitting.
789,1166,disgust,Slaughtering of animals.
790,5431,sadness,"When I failed an exam last Summer.  I had worked very hard for it  
and I was very disappointed thinking that it was hopeless to  
continue at college.  I did overreact."
791,4256,guilt,When my behaviour was immoral - thinking about sex.
792,7053,shame,"I was watching T.V with my parents and some pornographic scenes  
came on, I felt uncomfortable and tried to distract my parents  
attention by talking to them."
793,3423,guilt,"I had promised my friend to take her to an important appontment  
but I was late. So she missed the opportunity to get a wellpayed  
holiday job."
794,897,anger,"When an acquaintance of mine beat up another person for no just  
reason, and thus showed off his power."
795,6325,sadness,My girl-friend left me.
796,4817,joy,"When an old schoolfriend phoned me to arrange an appointment to  
talk about old memories. I hadn't seen him for 8 years."
797,5629,sadness,"Girl I was fond of did not initiate conversation as I expected in  
tutorial."
798,1059,anger,"A female classmate was always late for meetings which were for  
the homework and not social gatherings.  We were very busy and  
the deadline was close but we had to waste half an hour or an  
hour waiting for her as we could do nothing else then."
799,5689,sadness,"When I became conscious that men don't wnat anything they don't  
have a goal. They have: sex, but this isn't important."
800,4837,joy,"I felt joyful when my boyfriend met me at the station, while at  
first he had said that he would not do that."
801,7218,shame,My boat didn't win a race which we were favored to win.
802,2103,disgust,"One day when I was sitting in a not very crowded bus, a middle   
aged woman was standing beside me.  The person sitting next to me  
got up to get off and this woman pushed me and occupied the seat.  
 Then she took off her shoes and put her feet on the seat."
803,1739,disgust,"This happened when I went to visit my friend in Chelston and  
found him screwing my girlfriend."
804,4359,joy,"When I was accepted as a student of Psychology here at  
Gutttenburg."
805,815,anger,"When I was faced with writing an essay and I didn't want to do it  
I was angry that I had to write an essay and angry at myself for  
not having the time to write a good essay."
806,203,anger,"During a lecture, a colleague who did not know anything about the  
subject, got on my nerves asking silly questions."
807,134,anger,After having quarelled with a relative of mine about politics.
808,1656,disgust,"Some people whom I do not like at all, and one of the reasons is  
their physical appearance."
809,3590,guilt,"I was involved in a ... attempt on a man I had developed a close  
warming relationship with. Although I knew I had done everything  
I could and that his progress of a ""normal"" life was poor I felt  
guilty as if I could have done more."
810,2490,fear,"I was sitting on the bus coming back from school. A man from  
nearly forty years sat beside me. After a while I looked at him  
and saw that he was looking at me with opened throusers and  
holding his penis."
811,6399,sadness,"I had asked the teacher to write a recommendation letter for me,  
but I had not provided enough information and had run short of  
time."
812,4093,guilt,"I felt very guilty when I tried to teach swimming to my younger  
brother, as I myself could not swim very well and my brother  
had started sinking to the bottom, however my elder brother  
saved him."
813,4325,joy,"When I was appointed to position of trust in a group set up to  
change the working environment."
814,6112,sadness,When my beloved uncle was shot dead by relatives.
815,5624,sadness,"A girlfriend ended our relationship in an abrupt and unexpected  
manner."
816,7175,shame,"When my darling found me walking hand in hand with another girl  
whom I loved also. "
817,4815,joy,"Every year during carnival I am very joyful I have an intense  
feeling of happiness then."
818,5290,joy,Receiving a nice present from my parents.
819,2458,fear,"Before Uni started, I had to leave home and take up residence in  
Brisbane (the ""big smoke"") leaving home, my family, and moving to  
such a big place was quite intimidating at first, and I was  
anxious about it."
820,7148,shame,"When I told a lie to a friend of my sister on April fool's day.   
She later came to see me and told me that it was a very foolish  
thing to do."
821,5474,sadness,"Not succeeding in a cross-country skiing competition, which I  
intended to win."
822,1003,anger,People impolite with me because I did not get a good report.
823,2052,disgust,Saw some girls dressed up like Americans
824,6511,shame,"I lied to someone and some time later this person found out that  
I had not told him the truth."
825,6078,sadness,When my grandfather died.
826,2351,fear,"One evening, in the tramway, I was afraid of two drunk men  
molesting my girlfriend and me."
827,1667,disgust,"On the road there was a dead animal with its entrails showing and  
its skull crushed."
828,3102,fear,"I was afraid when I met my Uncle because this time I was with my  
boyfriend I thought I was not going to be given pocket money."
829,7075,shame,"The time I shouted at most of my friends at a party.  It was as if  
 all my friends had done something wrong, or may be it was the  
influence of the beer."
830,3407,guilt,"During a ski tour with a friend, we two had drunk too much. When  
we went down the slope on ski, I lost my friend who had lost his  
way. I thought that something must have happened to him (he  
finally arrived but after a very long time)."
831,2500,fear,"One day I was near home, kissing my boyfriend in a car when my  
mother appeared and asked me to go home, because she didn't know  
about the event."
832,144,anger,"I am a school teacher.  One of the classes does not obey me at all,  
keeps on talking, does no work.  One afternoon, everything went  
wrong, and I got exceedingly angry."
